id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1125097,https://www.airbnb.com/rooms/1125097,20240129044117,2024-01-29,city scrape,Cottage in Angaston · ★4.89 · 1 bedroom · 1 bed · 1 bath,,Strathlyn Estate is a very private property surrounded by extensive gardens. It is off the main road located amongst vineyards within walking distance of Saltram Winery. The accommodation is 1 km from Angaston town where guests can access the start of the bike track that runs through the centre of the Barossa Valley to Gawler.,https://a0.muscache.com/pictures/16953708/b789c3ad_original.jpg,6172214,https://www.airbnb.com/users/show/6172214,Heather,2013-05-01,,I have been a long time resident of the Barossa Valley.I would be happy to provide you with information about local points of interest.,within a few hours,100%,100%,t,https://a0.muscache.com/im/users/6172214/profile_pic/1367919828/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6172214/profile_pic/1367919828/original.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",t,t,"Angaston, South Australia, Australia",Angaston,,-34.49563,139.0293,Entire cottage,Entire home/apt,2,,1 bath,1,1,"[""Dishes and silverware"", ""Hot water"", ""Private entrance"", ""Shampoo"", ""Cooking basics"", ""Patio or balcony"", ""First aid kit"", ""Coffee maker"", ""Heating"", ""Essentials"", ""Security cameras on property"", ""Host greets you"", ""Smoke alarm"", ""Hangers"", ""Bed linens"", ""Stove"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Backyard"", ""TV"", ""Kitchen"", ""Iron"", ""Air conditioning"", ""Free parking on premises"", ""Refrigerator"", ""Extra pillows and blankets"", ""Gym"", ""Breakfast"", ""Dryer"", ""Washer"", ""Fire extinguisher""]",$254.00,2,14,2,2,14,14,2.0,14.0,,t,28,54,82,357,2024-01-29,202,23,3,2013-09-13,2024-01-11,4.89,4.97,4.9,4.99,4.98,4.97,4.75,,f,3,2,1,0,1.60
1133195,https://www.airbnb.com/rooms/1133195,20240129044117,2024-01-29,city scrape,Cottage in Angaston · ★4.84 · 1 bedroom · 1 bed · 1 bath,,"Enjoy the tranquility of staying on the beautiful Strathlyn Estate, surrounded on all sides by historic vineyards.<br />Strathlyn Estate is within walking distance of Saltram Winery and the Farmers Market. The accommodation is 1 km from Angaston town where guests can access the start of the bike track that runs through the centre of the Barossa Valley to Gawler.",https://a0.muscache.com/pictures/17370883/ef4b46e7_original.jpg,6172214,https://www.airbnb.com/users/show/6172214,Heather,2013-05-01,,I have been a long time resident of the Barossa Valley.I would be happy to provide you with information about local points of interest.,within a few hours,100%,100%,t,https://a0.muscache.com/im/users/6172214/profile_pic/1367919828/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6172214/profile_pic/1367919828/original.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",t,t,"Angaston, South Australia, Australia",Angaston,,-34.49538,139.03086,Entire cottage,Entire home/apt,2,,1 bath,1,1,"[""Dishes and silverware"", ""Hot water"", ""Private entrance"", ""Shampoo"", ""Cooking basics"", ""Patio or balcony"", ""First aid kit"", ""Coffee maker"", ""Heating"", ""Essentials"", ""Smoke alarm"", ""Hangers"", ""Hot tub"", ""Bed linens"", ""Stove"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Backyard"", ""TV"", ""Kitchen"", ""Iron"", ""Air conditioning"", ""Free parking on premises"", ""Refrigerator"", ""Microwave"", ""Extra pillows and blankets"", ""Gym"", ""Breakfast"", ""Dryer"", ""Washer"", ""Fire extinguisher""]",$236.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,29,53,83,358,2024-01-29,73,8,0,2014-09-30,2023-11-05,4.84,4.82,4.88,4.99,4.9,4.93,4.68,,f,3,2,1,0,0.64
1133236,https://www.airbnb.com/rooms/1133236,20240129044117,2024-01-29,city scrape,Rental unit in Angaston · ★4.89 · 1 bedroom · 1 bed · 1 private bath,,Strathlyn Estate is a very private property surrounded by extensive gardens. It is off the main road located amongst vineyards within walking distance of Saltram Winery. The accommodation is 1 km from Angaston town where guests can access the start of the bike track that runs through the centre of the Barossa Valley to Gawler.,https://a0.muscache.com/pictures/17371242/8a9bd311_original.jpg,6172214,https://www.airbnb.com/users/show/6172214,Heather,2013-05-01,,I have been a long time resident of the Barossa Valley.I would be happy to provide you with information about local points of interest.,within a few hours,100%,100%,t,https://a0.muscache.com/im/users/6172214/profile_pic/1367919828/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6172214/profile_pic/1367919828/original.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",t,t,"Angaston, South Australia, Australia",Penrice,,-34.49372,139.03199,Private room in rental unit,Private room,2,,1 private bath,,1,"[""Hair dryer"", ""Heating"", ""Essentials"", ""TV"", ""Hot water"", ""Iron"", ""Breakfast"", ""Air conditioning"", ""Hangers"", ""Free parking on premises"", ""Hot tub"", ""Gym"", ""Dryer"", ""Lock on bedroom door"", ""Shampoo"", ""Washer""]",$260.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,59,88,363,2024-01-29,64,6,0,2014-01-27,2023-11-05,4.89,4.92,4.89,4.95,4.92,4.92,4.64,,f,3,2,1,0,0.53
1710462,https://www.airbnb.com/rooms/1710462,20240129044117,2024-01-29,city scrape,Cabin in Shea-Oak Log · ★4.76 · 1 bedroom · 1 bed · 1 bath,,"The Studio is located in a very unique area. There are no close by neighbouring houses, you are moments off of the Sturt Highway which leads you to the heart of the Barossa in 10 minutes and to Adelaide in 50 minutes. The studio is situated at the southern end of our property which is close to the Sturt Highway, this is great for access but you can hear the road noise from the studio. You are surrounded by the Barossa Ranges, vineyards and broadacre crops. No one will bother you here!",https://a0.muscache.com/pictures/miso/Hosting-1710462/original/2a15553d-684e-43cb-86a4-9d8261f21297.jpeg,6645956,https://www.airbnb.com/users/show/6645956,Kylie And Tom,2013-05-29,"Shea-Oak Log, Australia","We are a family of 4 who live, work and play in the Barossa Valley. We live on a small vineyard and make our own wine. We love the big outdoors, camping, the Murray river and doing things as a family. 
We are true locals and know the Barossa inside and out.
We live on the property but are far enough away to not bother you at all and let you enjoy yourselves but close enough if you have any problems.",within an hour,100%,100%,f,https://a0.muscache.com/im/users/6645956/profile_pic/1380189231/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6645956/profile_pic/1380189231/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Shea-Oak Log, South Australia, Australia",Shea-Oak Log,,-34.51049,138.81731,Entire cabin,Entire home/apt,2,,1 bath,1,1,"[""Portable fans"", ""Dishes and silverware"", ""Baking sheet"", ""Hot water"", ""Dedicated workspace"", ""Private entrance"", ""Clothing storage: wardrobe and dresser"", ""Crib - available upon request"", ""Laundromat nearby"", ""Shampoo"", ""Cooking basics"", ""Lockbox"", ""Heating"", ""Essentials"", ""Private patio or balcony"", ""Hot water kettle"", ""Smoke alarm"", ""Hangers"", ""Freezer"", ""Conditioner"", ""Bed linens"", ""Stove"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Hair dryer"", ""Outdoor furniture"", ""Backyard"", ""TV"", ""Kitchen"", ""Self check-in"", ""Iron"", ""Body soap"", ""Shower gel"", ""Room-darkening shades"", ""Refrigerator"", ""Free parking on premises"", ""Dining table"", ""Valley view"", ""Extra pillows and blankets"", ""Microwave"", ""AC - split type ductless system"", ""Long term stays allowed"", ""Books and reading material"", ""Toaster"", ""Wine glasses"", ""Oven"", ""Fire extinguisher""]",$111.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,0,0,0,2024-01-29,555,41,5,2013-11-03,2024-01-21,4.76,4.83,4.71,4.97,4.95,4.6,4.83,,f,1,1,0,0,4.45
1787389,https://www.airbnb.com/rooms/1787389,20240129044117,2024-01-29,city scrape,Rental unit in Tanunda · ★4.39 · 2 bedrooms · 2 beds · 2 baths,,Barossa Valley is a beautiful community of people.,https://a0.muscache.com/pictures/6f510a54-811e-48af-bb20-7fa7a5e86dfc.jpg,9380091,https://www.airbnb.com/users/show/9380091,Kym,2013-10-12,"Tanunda, Australia","love travel, love creating wonderful experiences, love wine, love food, love my 3 children",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/9a2db52a-7de6-4e50-9098-8adda95fc358.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9a2db52a-7de6-4e50-9098-8adda95fc358.jpg?aki_policy=profile_x_medium,,14,14,"['email', 'phone', 'work_email']",t,t,"Tanunda, South Australia, Australia",Tanunda,,-34.52737,138.953,Entire rental unit,Entire home/apt,4,,2 baths,2,2,"[""Dishes and silverware"", ""Hot water"", ""Dedicated workspace"", ""Private entrance"", ""Pack \u2019n play/Travel crib"", ""Shampoo"", ""Cooking basics"", ""First aid kit"", ""Coffee maker"", ""Heating"", ""Essentials"", ""Smoke alarm"", ""Hangers"", ""Hot tub"", ""Bed linens"", ""Stove"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Wifi"", ""Hair dryer"", ""Dishwasher"", ""Backyard"", ""TV"", ""Kitchen"", ""Self check-in"", ""Iron"", ""High chair"", ""Air conditioning"", ""Free parking on premises"", ""Refrigerator"", ""Extra pillows and blankets"", ""Microwave"", ""Long term stays allowed"", ""Pool"", ""Dryer"", ""Oven"", ""Keypad"", ""Babysitter recommendations"", ""Washer"", ""Fire extinguisher""]",$343.00,2,1125,1,3,7,1125,2.1,115.4,,t,25,47,73,295,2024-01-29,18,0,0,2016-01-05,2023-01-08,4.39,4.61,4.78,4.89,4.89,4.89,4.12,,f,14,12,2,0,0.18
2028951,https://www.airbnb.com/rooms/2028951,20240129044117,2024-01-29,city scrape,Vacation home in Lyndoch · ★4.70 · 2 bedrooms · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-2028951/original/3bf45951-2894-4638-882c-a45cd1fd7068.jpeg,10421165,https://www.airbnb.com/users/show/10421165,Mark And Fiona,2013-12-04,"Lyndoch, Australia","Hi, We love hosting people at our cottages in the Barossa, both at the 1890s historic Barossa Hills Cottages in Springton, and these two bedroom family cottages at Lyndoch. In February 2022 the previous owners retired, and we have now refreshed the cottages - which are renowned throughout the Barossa as affordable family (& pet!) friendly accommodation.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/ac9ad189-b8a2-448d-a071-8e40760ddf46.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ac9ad189-b8a2-448d-a071-8e40760ddf46.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,,Lyndoch,,-34.60392,138.88311,Entire vacation home,Entire home/apt,4,,1 bath,2,2,"[""Indoor fireplace: wood-burning"", ""32\"" HDTV"", ""Dishes and silverware"", ""Shared backyard \u2013 Fully fenced"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Pack \u2019n play/Travel crib"", ""Pets allowed"", ""Cooking basics"", ""Lockbox"", ""Outdoor dining area"", ""First aid kit"", ""Coffee maker"", ""Heating"", ""Private patio or balcony"", ""Smoke alarm"", ""Crib"", ""Garden view"", ""BBQ grill"", ""Wifi"", ""Hair dryer"", ""Outdoor furniture"", ""Kitchen"", ""Self check-in"", ""Iron"", ""High chair"", ""Air conditioning"", ""Free parking on premises"", ""Refrigerator"", ""Fire extinguisher""]",$199.00,2,1125,2,3,2,1125,2.0,219.8,,t,22,46,72,316,2024-01-29,20,10,0,2022-04-10,2023-12-27,4.7,4.75,4.85,4.9,4.85,4.65,4.55,,t,2,2,0,0,0.91
2327616,https://www.airbnb.com/rooms/2327616,20240129044117,2024-01-29,city scrape,Guesthouse in Gawler River · ★4.73 · 1 bedroom · 2 beds · 1 bath,,The Gawler River area is the closest flat farming area to Adelaide. Studded with gum trees the farm land is park like. The view to the East is of the blue Mt Lofty ranges sweeping round to the Barossa Valley.,https://a0.muscache.com/pictures/6918de97-1185-446e-ac47-67c78a0a5a53.jpg,6713275,https://www.airbnb.com/users/show/6713275,Bill,2013-06-03,"Gawler River, Australia","My family have farmed in Gawler River since 1847. My farm runs the oldest Poll Dorset sheep stud in the world, I also grow cereal crops. Having lived in Gawler River all my live I have a detailed knowledge of the area, its history and attractions.
I enjoy traveling, meeting people and have many friends around the world. Especially through a long involvement with Rotary Youth Exchange.  ",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/327f5b26-5ce4-48cc-a34a-888dd6c54178.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/327f5b26-5ce4-48cc-a34a-888dd6c54178.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Gawler River, South Australia, Australia",Gawler River,,-34.60549,138.64723,Entire guesthouse,Entire home/apt,3,,1 bath,1,2,"[""Dishes and silverware"", ""Shared backyard \u2013 Fully fenced"", ""Hot water"", ""Dedicated workspace"", ""Pack \u2019n play/Travel crib"", ""Shampoo"", ""Carbon monoxide alarm"", ""First aid kit"", ""Heating"", ""Essentials"", ""Security cameras on property"", ""Host greets you"", ""Smoke alarm"", ""Hangers"", ""Children\u2019s books and toys"", ""Crib"", ""Bed linens"", ""BBQ grill"", ""Luggage dropoff allowed"", ""Wifi"", ""Hair dryer"", ""Single level home"", ""TV"", ""Iron"", ""High chair"", ""Free parking on premises"", ""Refrigerator"", ""Extra pillows and blankets"", ""Microwave"", ""Breakfast"", ""Shared patio or balcony"", ""Dryer"", ""Washer"", ""Window AC unit""]",$95.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,27,57,82,357,2024-01-29,180,36,5,2015-02-17,2024-01-20,4.73,4.78,4.63,4.93,4.91,4.82,4.76,,f,1,1,0,0,1.65
2567051,https://www.airbnb.com/rooms/2567051,20240129044117,2024-01-29,city scrape,Bed and breakfast in Cockatoo Valley · ★4.84 · 2 bedrooms · 2 beds · 2 baths,,"Set in rural surrounds on the edge of the Barossa, 7 mins to Lyndoch, 10 mins to Gawler, 15 mins to Tanunda, 30 mins to Angaston. <br /><br />Tour the wineries, visit the farmers market, eat out, ride the Bike trail, fossick in an antique store...",https://a0.muscache.com/pictures/33850379/5f30c377_original.jpg,10726293,https://www.airbnb.com/users/show/10726293,Rebecca,2013-12-20,"Cockatoo Valley, Australia","Rebecca lives on the property with her husband and their 3 children.  They have a dog, cat, chooks, a duck and a few pet sheep.  Chances are you'll enjoy eggs fresh from the henhouse when you stay at The Miners Cottage!  ",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/845c76d9-fe66-45b1-8424-ec5abfd5cd3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/845c76d9-fe66-45b1-8424-ec5abfd5cd3a.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Cockatoo Valley, South Australia, Australia",Cockatoo Valley,,-34.63808,138.84598,Private room in bed and breakfast,Private room,4,,2 baths,2,2,"[""Hot water"", ""Private pool"", ""Pack \u2019n play/Travel crib"", ""Pets allowed"", ""Shampoo"", ""Outdoor dining area"", ""Indoor fireplace"", ""First aid kit"", ""Heating"", ""Essentials"", ""Host greets you"", ""Smoke alarm"", ""Hangers"", ""BBQ grill"", ""Hair dryer"", ""Outdoor furniture"", ""Backyard"", ""TV"", ""Kitchen"", ""Iron"", ""High chair"", ""Air conditioning"", ""Free parking on premises"", ""Refrigerator"", ""Breakfast"", ""Board games"", ""Long term stays allowed"", ""Dryer"", ""Washer"", ""Fire extinguisher""]",$210.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,22,38,53,315,2024-01-29,32,1,0,2014-11-10,2023-08-22,4.84,4.88,4.91,5.0,4.94,4.84,4.75,,f,1,0,1,0,0.29
5289072,https://www.airbnb.com/rooms/5289072,20240129044117,2024-01-29,city scrape,Cabin in Mount McKenzie · ★4.95 · 3 bedrooms · 3 beds · 2 baths,,The beauty of Mt McKenzie is location.<br />Close to all the facilities that the Barossa Valley offers while giving privacy and independence of a rural property.,https://a0.muscache.com/pictures/3937beca-2224-4dbb-9763-c53a753ba651.jpg,27321203,https://www.airbnb.com/users/show/27321203,Phillip,2015-02-06,,"",within a few hours,100%,77%,f,https://a0.muscache.com/im/pictures/user/0271fa82-a191-4771-b727-83da22836263.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0271fa82-a191-4771-b727-83da22836263.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Mount McKenzie, South Australia, Australia",Flaxman Valley,,-34.56405,139.07988,Entire cabin,Entire home/apt,6,,2 baths,3,3,"[""Dishes and silverware"", ""Hot water"", ""Dedicated workspace"", ""Private entrance"", ""Shampoo"", ""Cooking basics"", ""Indoor fireplace"", ""First aid kit"", ""Heating"", ""Essentials"", ""Host greets you"", ""Private patio or balcony"", ""Smoke alarm"", ""Hangers"", ""Private backyard \u2013 Fully fenced"", ""Bed linens"", ""Stove"", ""BBQ grill"", ""Hair dryer"", ""Dishwasher"", ""Outdoor furniture"", ""Single level home"", ""TV"", ""Kitchen"", ""Iron"", ""Air conditioning"", ""Free parking on premises"", ""Refrigerator"", ""Valley view"", ""Microwave"", ""Extra pillows and blankets"", ""Oven"", ""Washer"", ""Fire extinguisher""]",$220.00,3,200,3,3,200,200,3.0,200.0,,t,12,20,28,171,2024-01-29,126,3,0,2015-10-26,2023-12-16,4.95,4.95,4.94,4.98,4.98,4.96,4.91,,f,1,1,0,0,1.25
5426792,https://www.airbnb.com/rooms/5426792,20240129044117,2024-01-29,city scrape,Guesthouse in Nuriootpa · ★4.79 · 1 bedroom · 1 bed · 1 bath,,Our residence is in a quiet street. We have lived at the same address for over 20yrs. We have a very safe neighbourhood and we have a good relationship with our neighbour's.,https://a0.muscache.com/pictures/172a05ef-ad1d-40cc-8041-5f42f7c28921.jpg,28149709,https://www.airbnb.com/users/show/28149709,Andrew & Belinda,2015-02-22,"Nuriootpa, Australia","My wife and I regard ourselves as very sociable people. I myself am an avid home brewer and love fine wine and social gatherings. Married since 1992 and have two teenage kids. Born and lived in the Barossa all my life with strong family ties and local knowledge. I work within the wine industry. Enjoy open air concerts, having been to numerous ""Day On The Green"" concerts. Love all types of music 80's to current day trends.
I have a favourite saying, 
""We are on this planet for a good time not a long time""",N/A,N/A,100%,t,https://a0.muscache.com/im/pictures/user/62590d58-3386-4ed5-a68d-a61a93801b36.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/62590d58-3386-4ed5-a68d-a61a93801b36.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Nuriootpa, South Australia, Australia",Nuriootpa,,-34.46333,139.00032,Entire guesthouse,Entire home/apt,2,,1 bath,1,1,"[""Dishes and silverware"", ""Hot water"", ""Laundromat nearby"", ""Cooking basics"", ""Lockbox"", ""Heating"", ""Essentials"", ""Security cameras on property"", ""Smoke alarm"", ""Smoking allowed"", ""Bed linens"", ""Luggage dropoff allowed"", ""Cleaning products"", ""Wifi"", ""Backyard"", ""TV"", ""Kitchen"", ""Self check-in"", ""Body soap"", ""Free parking on premises"", ""Microwave"", ""Central air conditioning"", ""Mini fridge"", ""Long term stays allowed"", ""Free street parking""]",$67.00,1,35,1,1,1125,1125,1.0,1125.0,,t,0,0,0,227,2024-01-29,170,19,0,2015-11-23,2023-12-26,4.79,4.95,4.91,4.97,4.98,4.9,4.87,,t,1,1,0,0,1.71
