id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1125097,https://www.airbnb.com/rooms/1125097,20231029003603,2023-10-29,city scrape,Cottage in Angaston · ★4.88 · 1 bedroom · 1 bed · 1 bath,"Please note there is a minimum stay of 2 nights.<br />Make use of the new Gymnasium and Guest Laundry on the property.<br />Enjoy the location set among the vineyards.<br />Conveniently close to the town of Angaston, cafes, restaurants, wineries and  bike track.<br /><br /><b>The space</b><br />Strathlyn Coach House is an independent building located at Strathlyn Estate, a privately owned 5 acre historic property located on the fringe of Angaston in the Barossa Valley. The coach house was constructed circa 1905 was restored in 1995 as comfortable accommodation for two. Built of local stone with 30 centimetre walls, the coach house is quite an historic landmark, testifying to life of a bygone era.<br /><br />The outside of the building remains much the same as it was in 1905, but the interior has been finished with extensive use of timber. A mezzanine level bedroom has been created from the original loft floor.<br /><br />A large balcony area, reached from the attractive bedroom, has pa",Strathlyn Estate is a very private property surrounded by extensive gardens. It is off the main road located amongst vineyards within walking distance of Saltram Winery. The accommodation is 1 km from Angaston town where guests can access the start of the bike track that runs through the centre of the Barossa Valley to Gawler.,https://a0.muscache.com/pictures/16953708/b789c3ad_original.jpg,6172214,https://www.airbnb.com/users/show/6172214,Heather,2013-05-01,,I have been a long time resident of the Barossa Valley.I would be happy to provide you with information about local points of interest.,within a few hours,100%,99%,t,https://a0.muscache.com/im/users/6172214/profile_pic/1367919828/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6172214/profile_pic/1367919828/original.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",t,t,"Angaston, South Australia, Australia",Angaston,,-34.49563,139.0293,Entire cottage,Entire home/apt,2,,1 bath,1,1,"[""Smoke alarm"", ""Private entrance"", ""Stove"", ""Breakfast"", ""TV"", ""Host greets you"", ""Free parking on premises"", ""Gym"", ""Backyard"", ""Patio or balcony"", ""Bed linens"", ""First aid kit"", ""Extra pillows and blankets"", ""Security cameras on property"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Cooking basics"", ""Heating"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""BBQ grill"", ""Iron"", ""Refrigerator"", ""Dryer"", ""Coffee maker"", ""Hot water"", ""Air conditioning"", ""Washer""]",$254.00,2,14,2,2,14,14,2.0,14.0,,t,20,42,69,344,2023-10-29,197,28,2,2013-09-13,2023-10-07,4.88,4.96,4.9,4.99,4.98,4.97,4.74,,f,3,2,1,0,1.60
1133195,https://www.airbnb.com/rooms/1133195,20231029003603,2023-10-29,city scrape,Cottage in Angaston · ★4.83 · 1 bedroom · 1 bed · 1 bath,"Enjoy the charms of the Barossa Valley in this self contained cottage on the beautiful Strathlyn Estate located just out of Angaston.<br />If you are on an extended holiday, you have the convenience of a guest laundry on the property and a new Gymnasium.<br /><br /><b>The space</b><br />The Strathlyn Lemon Tree Spa Apartment is a self contained free standing cottage located at Strathlyn Estate, a privately owned 5 acre historic property located on the fringe of Angaston in the Barossa Valley.  The cottage provides quality accommodation for one couple, features a large 2 person spa at one end of the bedroom in a tiled area. A spacious living area and TV/DVD and comfortable large sofa encourage relaxation. The well equipped kitchenette is supplied with ample provisions for breakfast.<br /><br />A separate bathroom has a shower/toilet and vanity. There is an outdoor table setting in a walled area near the pond and garden allowing for outdoor relaxation or meals<br /><br /><b>Guest access<","Enjoy the tranquility of staying on the beautiful Strathlyn Estate, surrounded on all sides by historic vineyards.<br />Strathlyn Estate is within walking distance of Saltram Winery and the Farmers Market. The accommodation is 1 km from Angaston town where guests can access the start of the bike track that runs through the centre of the Barossa Valley to Gawler.",https://a0.muscache.com/pictures/17370883/ef4b46e7_original.jpg,6172214,https://www.airbnb.com/users/show/6172214,Heather,2013-05-01,,I have been a long time resident of the Barossa Valley.I would be happy to provide you with information about local points of interest.,within a few hours,100%,99%,t,https://a0.muscache.com/im/users/6172214/profile_pic/1367919828/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6172214/profile_pic/1367919828/original.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",t,t,"Angaston, South Australia, Australia",Angaston,,-34.49538,139.03086,Entire cottage,Entire home/apt,2,,1 bath,1,1,"[""Smoke alarm"", ""Private entrance"", ""Stove"", ""Breakfast"", ""TV"", ""Free parking on premises"", ""Gym"", ""Hot tub"", ""Backyard"", ""Patio or balcony"", ""Microwave"", ""Bed linens"", ""First aid kit"", ""Extra pillows and blankets"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Cooking basics"", ""Heating"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""BBQ grill"", ""Iron"", ""Refrigerator"", ""Dryer"", ""Coffee maker"", ""Hot water"", ""Air conditioning"", ""Washer""]",$236.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,26,48,77,349,2023-10-29,72,11,1,2014-09-30,2023-10-22,4.83,4.82,4.88,4.99,4.9,4.93,4.69,,f,3,2,1,0,0.65
1133236,https://www.airbnb.com/rooms/1133236,20231029003603,2023-10-29,city scrape,Rental unit in Angaston · ★4.89 · 1 bedroom · 1 bed · 1 private bath,"The spa garden suites are located on the eastern side of the main residence at Strathlyn Estate. They are very private with their own access from the garden. They are tastefully and comfortably furnished. Each features a luxury bathroom with spa.<br /><br /><b>The space</b><br />Strathlyn Residence was constructed in 1905 from local Angaston marble.  It graces the top of a hill overlooking surrounding vineyards next to the historic Saltram Winery. Originally comprising of 6 bedrooms the house has been extensively renovated. The Strathlyn Spa Garden Suites are tastfully furnished suites in the main residence with their own private entrances from the garden.<br /><br /><b>Guest access</b><br />Guests can access the whole property except the main residence interior.<br /><br /><b>During your stay</b><br />Your host, Heather, is available to provide local knowledge and suggestions upon request. Guests should be mindful that there may be other guests staying in some of the other accommodati",Strathlyn Estate is a very private property surrounded by extensive gardens. It is off the main road located amongst vineyards within walking distance of Saltram Winery. The accommodation is 1 km from Angaston town where guests can access the start of the bike track that runs through the centre of the Barossa Valley to Gawler.,https://a0.muscache.com/pictures/17371242/8a9bd311_original.jpg,6172214,https://www.airbnb.com/users/show/6172214,Heather,2013-05-01,,I have been a long time resident of the Barossa Valley.I would be happy to provide you with information about local points of interest.,within a few hours,100%,99%,t,https://a0.muscache.com/im/users/6172214/profile_pic/1367919828/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6172214/profile_pic/1367919828/original.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",t,t,"Angaston, South Australia, Australia",Penrice,,-34.49372,139.03199,Private room in rental unit,Private room,2,,1 private bath,,1,"[""Heating"", ""Breakfast"", ""TV"", ""Iron"", ""Free parking on premises"", ""Hangers"", ""Shampoo"", ""Hot tub"", ""Hair dryer"", ""Gym"", ""Dryer"", ""Essentials"", ""Hot water"", ""Air conditioning"", ""Lock on bedroom door"", ""Washer""]",$260.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,29,51,80,355,2023-10-29,63,12,0,2014-01-27,2023-06-11,4.89,4.92,4.89,4.95,4.92,4.92,4.63,,f,3,2,1,0,0.53
1710462,https://www.airbnb.com/rooms/1710462,20231029003603,2023-10-29,city scrape,Cabin in Shea-Oak Log · ★4.77 · 1 bedroom · 1 bed · 1 bath,"Our converted shed is a cozy and comfortable one bedroomed studio with glossy kitchen, granite bench tops, timber floors, shiny bathroom and large carpeted bedroom with a comfy queen bed. The studio has everything you could possibly need to have a wonderful and comfortable stay.<br />Located in western Barossa, just off the Sturt Hwy, minutes away from Barossa attractions and 50 minutes from Adelaide. Be Consumed-In the Barossa.<br /><br /><b>The space</b><br />The Shea-Oak Log Studio AKA The Shed, is a lovely space. A large double glass sliding door lets the morning sun stream in onto the timber floor. There is 2 leather lounges which seats 5 people with ease. The extra large bedroom has a queen bed and room for a portacot, if needed.<br />The Studio is set up to fit 2 people with comfort. <br />The Studio is full insulated and very comfortable in any weather, with 2 air conditioners, portable heater and fans.<br />The Studio is located at the southern end of our 15 acre property, whi","The Studio is located in a very unique area. There are no close by neighbouring houses, you are moments off of the Sturt Highway which leads you to the heart of the Barossa in 10 minutes and to Adelaide in 50 minutes. The studio is situated at the southern end of our property which is close to the Sturt Highway, this is great for access but you can hear the road noise from the studio. You are surrounded by the Barossa Ranges, vineyards and broadacre crops. No one will bother you here! Only our little miniature schnauzer Alfie, who likes to come and say hello from time to time!",https://a0.muscache.com/pictures/miso/Hosting-1710462/original/2a15553d-684e-43cb-86a4-9d8261f21297.jpeg,6645956,https://www.airbnb.com/users/show/6645956,Kylie And Tom,2013-05-29,"Shea-Oak Log, Australia","We are a family of 4 who live, work and play in the Barossa Valley. We live on a small vineyard and make our own wine. We love the big outdoors, camping, the Murray river and doing things as a family. 
We are true locals and know the Barossa inside and out.
We live on the property but are far enough away to not bother you at all and let you enjoy yourselves but close enough if you have any problems.",within an hour,100%,100%,f,https://a0.muscache.com/im/users/6645956/profile_pic/1380189231/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6645956/profile_pic/1380189231/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Shea-Oak Log, South Australia, Australia",Shea-Oak Log,,-34.51049,138.81731,Entire cabin,Entire home/apt,2,,1 bath,1,1,"[""Smoke alarm"", ""Private entrance"", ""Stove"", ""Laundromat nearby"", ""TV"", ""Backyard"", ""Microwave"", ""Hot water kettle"", ""Bed linens"", ""Freezer"", ""Room-darkening shades"", ""Clothing storage: wardrobe and dresser"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Dining table"", ""Kitchen"", ""Shampoo"", ""Lockbox"", ""Hair dryer"", ""Essentials"", ""Crib - available upon request"", ""Cooking basics"", ""Heating"", ""Outdoor furniture"", ""Portable fans"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Wine glasses"", ""Baking sheet"", ""Hangers"", ""Shower gel"", ""Cleaning products"", ""Books and reading material"", ""Iron"", ""AC - split type ductless system"", ""Body soap"", ""Self check-in"", ""Private patio or balcony"", ""Conditioner"", ""Refrigerator"", ""Oven"", ""Toaster"", ""Hot water"", ""Free parking on premises""]",$102.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,23,39,54,303,2023-10-29,542,37,0,2013-11-03,2023-09-17,4.77,4.84,4.71,4.97,4.95,4.61,4.83,,f,1,1,0,0,4.46
1787389,https://www.airbnb.com/rooms/1787389,20231029003603,2023-10-29,city scrape,Rental unit in Tanunda · ★4.39 · 2 bedrooms · 2 beds · 2 baths,"Luxury apartment on offer right in the heart of the Barossa Valley, Tanunda. 2 bedrooms 2 bathrooms, FREE WIFI, full kitchen with coffee machine, dishwasher, access to laundry, own spa bath, double shower, 1 King bed which can split to 2 singles and 1 queen. Access to swimming pool. Let us tour you as well. Great location to walk to restaurants, cafes and some wineries.<br /><br />We are also Tour Barossa so would love to help with all your wine touring needs, airport transfers and restaurant.<br /><br /><b>The space</b><br />Our luxury apartments are locate in a fantastic location right in Tanunda, the heart of the Barossa Valley. Children are very welcome to stay at our property, and can provide cot's and highchairs, also a pram if needed (upon prior request) Tanunda has some wonderful restaurants, cafes and some great wineries to walk to, too. We have 4 apartments to choose from, 2 downstairs offering their own enclosed rear courtyards and 2 upstairs with balconies overlooking the g",Barossa Valley is a beautiful community of people.,https://a0.muscache.com/pictures/6f510a54-811e-48af-bb20-7fa7a5e86dfc.jpg,9380091,https://www.airbnb.com/users/show/9380091,Kym,2013-10-12,"Tanunda, Australia","love travel, love creating wonderful experiences, love wine, love food, love my 3 children",within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/9a2db52a-7de6-4e50-9098-8adda95fc358.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/9a2db52a-7de6-4e50-9098-8adda95fc358.jpg?aki_policy=profile_x_medium,,14,14,"['email', 'phone', 'work_email']",t,t,"Tanunda, South Australia, Australia",Tanunda,,-34.52737,138.953,Entire rental unit,Entire home/apt,4,,2 baths,2,2,"[""Smoke alarm"", ""Private entrance"", ""Stove"", ""TV"", ""Free parking on premises"", ""Keypad"", ""Hot tub"", ""Backyard"", ""Microwave"", ""Dishwasher"", ""Bed linens"", ""First aid kit"", ""Oven"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""High chair"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Cooking basics"", ""Wifi"", ""Heating"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""Babysitter recommendations"", ""Dedicated workspace"", ""BBQ grill"", ""Iron"", ""Self check-in"", ""Refrigerator"", ""Dryer"", ""Coffee maker"", ""Pack \u2019n play/Travel crib"", ""Pool"", ""Hot water"", ""Air conditioning"", ""Washer""]",$336.00,2,1125,1,3,7,1125,2.0,156.5,,t,17,33,49,308,2023-10-29,18,1,0,2016-01-05,2023-01-08,4.39,4.61,4.78,4.89,4.89,4.89,4.12,,f,14,12,2,0,0.19
2028951,https://www.airbnb.com/rooms/2028951,20231029003603,2023-10-29,city scrape,Vacation home in Lyndoch · ★4.68 · 2 bedrooms · 2 beds · 1 bath,"Relax as a couple, or with the whole family, at our peaceful cottage. Historic Lyndoch is the ideal place from which to experience the famous Barossa Valley.  The cottage is just a short 800 metres from the shops, bakery, and more. Restaurants and vineyards are within minutes. We supply free bicycles to explore the Barossa Cycling trails (Pre booking required). A second cottage is available on the site if you search airbnb for "" 2 bedroom family cottage - sleeps up to 6 "".<br /><br /><b>The space</b><br />Each cottage has 2 full bedrooms, a full kitchen, 3 way bathroom, and separate lounge/dining area. There is a balcony with outdoor chairs at the front of each cottage, and an undercover barbeque area as well.  Free Wi-Fi is available. There is a 45 inch TV with chromecast for streaming. There is a washing machine in each cottage, and also a children's playgym. This cottage has one queen bed , and in the second bedroom a double bed.<br /><br />We supply a welcome basket which includes ",,https://a0.muscache.com/pictures/miso/Hosting-2028951/original/3bf45951-2894-4638-882c-a45cd1fd7068.jpeg,10421165,https://www.airbnb.com/users/show/10421165,Mark And Fiona,2013-12-04,"Lyndoch, Australia","Hi, We love hosting people at our cottages in the Barossa, both at the 1890s historic Barossa Hills Cottages in Springton, and these two bedroom family cottages at Lyndoch. In February 2022 the previous owners retired, and we have now refreshed the cottages - which are renowned throughout the Barossa as affordable family (& pet!) friendly accommodation.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/ac9ad189-b8a2-448d-a071-8e40760ddf46.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ac9ad189-b8a2-448d-a071-8e40760ddf46.jpg?aki_policy=profile_x_medium,,2,3,"['email', 'phone']",t,t,,Lyndoch,,-34.60392,138.88311,Entire vacation home,Entire home/apt,4,,1 bath,2,2,"[""Smoke alarm"", ""Free washer \u2013 In unit"", ""Pets allowed"", ""Indoor fireplace: wood-burning"", ""Shared backyard \u2013 Fully fenced"", ""First aid kit"", ""High chair"", ""Kitchen"", ""Lockbox"", ""Hair dryer"", ""Cooking basics"", ""Wifi"", ""Heating"", ""Outdoor furniture"", ""Crib"", ""Dishes and silverware"", ""Fire extinguisher"", ""32\"" HDTV"", ""BBQ grill"", ""Dedicated workspace"", ""Iron"", ""Self check-in"", ""Private patio or balcony"", ""Garden view"", ""Refrigerator"", ""Coffee maker"", ""Outdoor dining area"", ""Pack \u2019n play/Travel crib"", ""Air conditioning"", ""Free parking on premises""]",$199.00,2,1125,2,3,2,1125,2.0,186.3,,t,19,41,60,327,2023-10-29,19,11,1,2022-04-10,2023-10-08,4.68,4.74,4.84,4.89,4.84,4.63,4.53,,t,2,2,0,0,1.00
2327616,https://www.airbnb.com/rooms/2327616,20231029003603,2023-10-29,city scrape,Guesthouse in Gawler River · ★4.74 · 1 bedroom · 2 beds · 1 bath,"The comfortable, stylish, large one bedroom apartment is situated on a working sheep farm. Enjoy country life, night stars, birds at dawn. 30 min. to the Barossa Valley, 60 min. Clare Valley, 40 min. Adelaide CBD.<br />10 min. Gawler Gliding club.<br /><br /><b>The space</b><br />Experience a country stay. Beautiful country outlooks, no traffic noise, clean fresh air.<br />Very comfortable for 3 adults, with a Queen double and a single bed. Also a three seater lounge and en suite bathroom. A cot is available on request for  small children.<br /><br /><b>Guest access</b><br />Guest have access to the garden and veranda areas. Tea, coffee and continental breakfast is provided. In room fridge facilities. Microwave, Kettle and toaster.<br />Washing machine available upon request.<br /><br /><b>Other things to note</b><br />We are centrally placed to Adelaide, Virginia and the Barossa Valley, Clare Valley wine areas. Angle Vale, Gawler and Two  Wells are our nearest towns.<br />The Gawler G",The Gawler River area is the closest flat farming area to Adelaide. Studded with gum trees the farm land is park like. The view to the East is of the blue Mt Lofty ranges sweeping round to the Barossa Valley.,https://a0.muscache.com/pictures/6918de97-1185-446e-ac47-67c78a0a5a53.jpg,6713275,https://www.airbnb.com/users/show/6713275,Bill,2013-06-03,"Gawler River, Australia","My family have farmed in Gawler River since 1847. My farm runs the oldest Poll Dorset sheep stud in the world, I also grow cereal crops. Having lived in Gawler River all my live I have a detailed knowledge of the area, its history and attractions.
I enjoy traveling, meeting people and have many friends around the world. Especially through a long involvement with Rotary Youth Exchange.  ",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/327f5b26-5ce4-48cc-a34a-888dd6c54178.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/327f5b26-5ce4-48cc-a34a-888dd6c54178.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Gawler River, South Australia, Australia",Gawler River,,-34.60549,138.64723,Entire guesthouse,Entire home/apt,3,,1 bath,1,2,"[""Smoke alarm"", ""Breakfast"", ""TV"", ""Shared patio or balcony"", ""Host greets you"", ""Free parking on premises"", ""Microwave"", ""Shared backyard \u2013 Fully fenced"", ""Bed linens"", ""First aid kit"", ""Children\u2019s books and toys"", ""Extra pillows and blankets"", ""High chair"", ""Security cameras on property"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Wifi"", ""Window AC unit"", ""Heating"", ""Luggage dropoff allowed"", ""Crib"", ""Dishes and silverware"", ""Hangers"", ""BBQ grill"", ""Dedicated workspace"", ""Single level home"", ""Iron"", ""Refrigerator"", ""Dryer"", ""Pack \u2019n play/Travel crib"", ""Carbon monoxide alarm"", ""Hot water"", ""Washer""]",$95.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,26,55,85,360,2023-10-29,171,40,3,2015-02-17,2023-10-22,4.74,4.78,4.63,4.93,4.91,4.83,4.77,,f,1,1,0,0,1.61
2567051,https://www.airbnb.com/rooms/2567051,20231029003603,2023-10-29,city scrape,Bed and breakfast in Cockatoo Valley · ★4.84 · 2 bedrooms · 2 beds · 2 baths,"The Miners Cottage is beautifully restored with modern comforts and old world charm. Open fire, gorgeous bathroom, comfy bed, peace and quiet, sleeps two. The Miners Barn, right next to the cottage, can be added to your booking to sleep an extra two people. Beautiful views from every aspect. <br />A booking for four will be in two seperate cottages- two in the Miners Cottage and two in the Barn. They are right next to each other.<br /><br /><b>The space</b><br />The Miners Cottage - sleeps 2. Beautiful stone cottage with one bedroom, open fireplace, sitting room and kitchenette. Modern bathroom with claw foot bath, double shower, underfloor heating and heated towel rail.  Deep back veranda overlooks the pool and winter creek. Lovely red gum outdoor table for eating meals. BBQ & outdoor heater. Also have access to the full kitchen and TV sitting room in the Barn<br /><br /><br />The Miners Cottage Barn - sleeps 2. Old timber on the outside, modern on the inside. One bedroom with ensuite","Set in rural surrounds on the edge of the Barossa, 7 mins to Lyndoch, 10 mins to Gawler, 15 mins to Tanunda, 30 mins to Angaston. <br /><br />Tour the wineries, visit the farmers market, eat out, ride the Bike trail, fossick in an antique store...",https://a0.muscache.com/pictures/33850379/5f30c377_original.jpg,10726293,https://www.airbnb.com/users/show/10726293,Rebecca,2013-12-20,"Cockatoo Valley, Australia","Rebecca lives on the property with her husband and their 3 children.  They have a dog, cat, chooks, a duck and a few pet sheep.  Chances are you'll enjoy eggs fresh from the henhouse when you stay at The Miners Cottage!  ",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/845c76d9-fe66-45b1-8424-ec5abfd5cd3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/845c76d9-fe66-45b1-8424-ec5abfd5cd3a.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Cockatoo Valley, South Australia, Australia",Cockatoo Valley,,-34.63808,138.84598,Private room in bed and breakfast,Private room,4,,2 baths,,2,"[""Smoke alarm"", ""Hot water"", ""Breakfast"", ""TV"", ""Pets allowed"", ""Host greets you"", ""Free parking on premises"", ""First aid kit"", ""Long term stays allowed"", ""High chair"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Indoor fireplace"", ""Essentials"", ""Heating"", ""Outdoor furniture"", ""Fire extinguisher"", ""Hangers"", ""Private pool"", ""BBQ grill"", ""Iron"", ""Refrigerator"", ""Dryer"", ""Outdoor dining area"", ""Pack \u2019n play/Travel crib"", ""Backyard"", ""Air conditioning"", ""Board games"", ""Washer""]",$210.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,17,32,46,301,2023-10-29,32,1,0,2014-11-10,2023-08-22,4.84,4.88,4.91,5.0,4.94,4.84,4.75,,f,1,0,1,0,0.29
5289072,https://www.airbnb.com/rooms/5289072,20231029003603,2023-10-29,city scrape,Cabin in Mount McKenzie · ★4.95 · 3 bedrooms · 3 beds · 2 baths,"If you long for a quiet retreat away from the crowds and close to nature, Mt McKenzie Raspberry Farm could be for you. Perched on the hills above the North Para River in the south eastern ranges of the Barossa, you will be serenaded with the tweets from native birds, bleets from lambs and mesmerised by stunning sunrises and sunsets.<br />When the riches of local food and wine are needed, wineries, markets, cheese shops, cafe's and restaurants are just a 10 minute drive.<br /><br /><b>The space</b><br />Mt McKenzie Raspberry Farm is a fully-furnished, cosy log cabin on 10 acres located in the Barossa Valley between Angaston and picturesque Eden Valley. The property has a dam, a small flock of resident sheep and a modest crop of raspberries plants. <br /><br />The Mt McKenzie Raspberry Farm is perched on ‘Mount McKenzie’, located on the eastern edge of the Barossa Valley in the sub-region of Eden Valley famous for its Riesling. Due to the elevation of the property, there are stunning vie",The beauty of Mt McKenzie is location.<br />Close to all the facilities that the Barossa Valley offers while giving privacy and independence of a rural property.,https://a0.muscache.com/pictures/3937beca-2224-4dbb-9763-c53a753ba651.jpg,27321203,https://www.airbnb.com/users/show/27321203,Phillip,2015-02-06,,"",within an hour,100%,80%,f,https://a0.muscache.com/im/pictures/user/0271fa82-a191-4771-b727-83da22836263.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0271fa82-a191-4771-b727-83da22836263.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Mount McKenzie, South Australia, Australia",Flaxman Valley,,-34.56405,139.07988,Entire cabin,Entire home/apt,6,,2 baths,3,3,"[""Smoke alarm"", ""Private entrance"", ""Stove"", ""TV"", ""Host greets you"", ""Free parking on premises"", ""Valley view"", ""Microwave"", ""Dishwasher"", ""Bed linens"", ""First aid kit"", ""Extra pillows and blankets"", ""Kitchen"", ""Shampoo"", ""Hair dryer"", ""Indoor fireplace"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Cooking basics"", ""Heating"", ""Outdoor furniture"", ""Dishes and silverware"", ""Fire extinguisher"", ""Hangers"", ""BBQ grill"", ""Dedicated workspace"", ""Single level home"", ""Iron"", ""Private patio or balcony"", ""Refrigerator"", ""Oven"", ""Hot water"", ""Air conditioning"", ""Washer""]",$220.00,3,200,3,3,200,200,3.0,200.0,,t,8,23,23,179,2023-10-29,123,1,0,2015-10-26,2022-10-29,4.95,4.95,4.93,4.99,4.98,4.96,4.92,,f,1,1,0,0,1.26
5426792,https://www.airbnb.com/rooms/5426792,20231029003603,2023-10-29,city scrape,Guesthouse in Nuriootpa · ★4.79 · 1 bedroom · 1 bed · 1 bath,"At first glance, yes it's a shed. But explore further and you will find an unique Aussie experience, a fully functional self contained room. Shower, toilet and kitchenette. All private and seperate from our house. It's normally used for overnighters by family and friends. Please be open minded in your expectations, it's not the Ritz, Hilton, Taj Mahal but what it is clean, tidy, private affordable accomadation. Single or couple.<br /><br /><b>The space</b><br />Its not the Taj Mahal but its clean tidy and compact. Queen bed. Designed for a couple or single person. Room is insulated with reverse split air conditioning. (ignore the old in wall aircon in photo)<br /><br /><b>Guest access</b><br />The floor plan shows the area which is yours during your stay. As shown this room is part of a shed for which there is an access door but this is locked when the room is in use. The room is fully insulated with air conditioning.<br /><br />We have self check in set up. Airbnb should supply this i",Our residence is in a quiet street. We have lived at the same address for over 20yrs. We have a very safe neighbourhood and we have a good relationship with our neighbour's.,https://a0.muscache.com/pictures/172a05ef-ad1d-40cc-8041-5f42f7c28921.jpg,28149709,https://www.airbnb.com/users/show/28149709,Andrew & Belinda,2015-02-22,"Nuriootpa, Australia","My wife and I regard ourselves as very sociable people. I myself am an avid home brewer and love fine wine and social gatherings. Married since 1992 and have two teenage kids. Born and lived in the Barossa all my life with strong family ties and local knowledge. I work within the wine industry. Enjoy open air concerts, having been to numerous ""Day On The Green"" concerts. Love all types of music 80's to current day trends.
I have a favourite saying, 
""We are on this planet for a good time not a long time""",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/62590d58-3386-4ed5-a68d-a61a93801b36.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/62590d58-3386-4ed5-a68d-a61a93801b36.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Nuriootpa, South Australia, Australia",Nuriootpa,,-34.46333,139.00032,Entire guesthouse,Entire home/apt,2,,1 bath,1,1,"[""Smoke alarm"", ""Hot water"", ""Laundromat nearby"", ""TV"", ""Microwave"", ""Mini fridge"", ""Bed linens"", ""Long term stays allowed"", ""Security cameras on property"", ""Kitchen"", ""Lockbox"", ""Essentials"", ""Cooking basics"", ""Wifi"", ""Heating"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Central air conditioning"", ""Cleaning products"", ""Body soap"", ""Self check-in"", ""Smoking allowed"", ""Free street parking"", ""Backyard"", ""Free parking on premises""]",$68.00,1,35,1,1,1125,1125,1.0,1125.0,,t,0,0,2,142,2023-10-29,169,25,3,2015-11-23,2023-10-09,4.79,4.95,4.91,4.97,4.98,4.9,4.87,,t,1,1,0,0,1.75
